Fecha,Small Grant or particularly relevant,Checked,Publicar en boletin,Publicar en DB Publica,Estatus,Days left,Nombre,Tipo,Gran area 1,Gran area 2,area 3,area 4,area 5,area 6,area 7,Link,Descripcion,nota,Restricciones para aplicar / Elegibilidad,Based on,Entidad otorgante,Scope geografico,Scope econo-politico,Scope temático,Destinatarios1,Destinatarios2,Destinatarios3,Destinatarios4,Duracion de los proyectos/ Periodo de financiación,Moneda original,Monto en moneda original,monto minimo (aprox en U$S),monto maximo (aprox en U$S),monto tipico/promedio otorgado (U$S),periodicidad,dead 1,dead 2,dead 3,dead 4,Fecha próximo deadline,Fecha Decision/Publicación de resultados,Aplicar mas de una vez,Aim,N
8/18/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Earl S. Tupper three-year postdoctoral fellowship,Fellowships scholarships or trainings,Agricultural and Biological Sciences,Environmental sciences,"Ecology, Evolution, Behavior and Systematics",Genetics and Molecular Biology,Biodiversity and Wildlife Conservation,,,https://stri.si.edu/academic-programs/fellowships,"The Smithsonian Tropical Research Institute (STRI) invites applications for the Earl S. Tupper three-year postdoctoral fellowship. We strongly encourage applicants in disciplines including ecology, anthropology, paleontology, paleoecology, evolutionary biology, functional genomics, microbial ecology, sensory ecology, chemical ecology, animal behavior, neurobiology, soils sciences, and physiology of tropical plants and animals. Research should be based at one of the STRI facilities. Proposals that include comparative research in other tropical countries will be considered. https://stri.si.edu/sites/default/files/3year_tupper_postdocad.pdf",,Doctoral Degree,USA,Smithsonian Tropical Research Institute,,,Tropical Research,Individuals,post-docs,Early Career and New Faculty Researchers,,,,"Up to 16,000 USD",,,,yearly,15-Aug-20,,,,#NAME?,,,,TRUE
06-07-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Programa de subvenciones para productos científicos de acústica de vida silvestre,Programs and projects,Conservation,,,,,,,https://www.wildlifeacoustics.com/grant-program,"Programa de subvenciones de productos científicos para apoyar el avance de la investigación en biología animal, el monitoreo del hábitat y la conservación ambiental que proporciona a los científicos recursos para ayudar a avanzar en su investigación sobre el estudio de murciélagos, aves, ranas y otros fauna silvestre.",,,,,,,,,,,,,usd,5000,,,,,15-Aug-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,análogos de eliminación de dióxido de carbono en el océano,Programs and projects,Environmental sciences,Conservation,,,,,,https://oceanvisions.org/request-for-proposals-ocean-based-carbon-dioxide-removal-analogues/,La Fundación ClimateWorks apoya subvenciones de investigación para ayudar a cerrar brechas de conocimiento clave para avanzar en la eliminación de dióxido de carbono (CDR) en los océanos y para catalizar el interés público y filantrópico en este campo de investigación,,,,,,,,,,,,,,,,,,,22-Aug-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Challenge Program for Adaptation Innovation,Programs and projects,Environmental sciences,,,,,,,https://www.thegef.org/sites/default/files/documents/GEF_Challenge_Program_Call_Concepts_2021.pdf,"probar y validar enfoques de inversión escalables, modelos comerciales, asociaciones y tecnologías Y apoya los esfuerzos de adaptación climática principalmente en los países menos desarrollados.",,,,,,,,,,,,,,,2000000,10000000,,,23-Aug-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Wild Animal Initiative — Welfare of Juvenile Wild Animals,Programs and projects,Conservation,,,,,,,https://www.wildanimalinitiative.org/research-fund/juvenile-welfare,proyectos de investigación que nos ayudan a comprender y mejorar la vida de los animales salvajes.,,,,,,,,,,,,,usd,,25000,250000,,,29-Aug-20,,,,#NAME?,,,,FALSE
6/29/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Environmental Enforcement Grants,Programs and projects,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300119345,,,,,California Environmental Protection Agency,,,,Local or State Governments,,,Non-profit Organizations,,,Not specified,,,,,30-Aug-20,,,,#NAME?,,,,FALSE
11/25/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Region 6 Sport Fish Restoration Grant Program,Contract tender or cooperative agreement,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300125077,,,,,U.S. Fish and Wildlife Service,,,,,,,,,,"Up to 7,000,000 USD",,,,,30-Aug-20,,,,#NAME?,,,,FALSE
10-07-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,ASCO announces International Innovation Grant,Programs and projects,Medicine and Health Sciences,,,,,,,https://www.asco.org/career-development/grants-awards/funding-opportunities/international-innovation-grant,proyectos novedosos e innovadores que pueden tener un impacto significativo en el control del cáncer en países de ingresos bajos y medianos,,,,,,,,,,,,,usd,,10000,100,,,31-Aug-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Becas internacionales de maestría,Fellowships scholarships or trainings,Medicine and Health Sciences,Environmental sciences,,,,,,https://wellcome.org/grant-funding/schemes/international-masters-fellowships,"RISE by Sundara’s fellowship supports early-stage female entrepreneurs (or female-led NGOs) working to resolve critical water, sanitation or hygiene issues in emerging economies.",,,,,,,,,,,,,usd,,,,,,31-Aug-20,,,,#NAME?,,,,FALSE
06-07-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,"Convocatoria de propuestas: Programa de acción CCAC
90
COMPARTE
Cuota",Programs and projects,Environmental sciences,Conservation,,,,,,https://www.ccacoalition.org/en/content/calls-proposals,La Coalición por el Clima y el Aire Limpio (CCAC) está buscando propuestas para su Programa de Acción para Abordar el Desafío de 1.5 ° C para apoyar acciones nacionales o regionales para reducir los CCVC.,educir la tasa de calentamiento lo antes posible para limitar los impactos peligrosos e irreversibles del cambio climático,Las solicitudes deben ser presentadas o contar con el respaldo por escrito de al menos un gobierno nacional elegible para la asistencia oficial para el desarrollo (AOD). Se dará preferencia a las propuestas enviadas por o que apoyen a uno o varios socios estatales de CCAC.,,,,,,,,,,,USD,,10000,"1,000,000",,,31-Aug-20,,,,#NAME?,,,,FALSE
6/22/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Efficient combination of Concentrated Solar Power and desalination (with particular focus on the Gulf Cooperation Council (GCC) region): IA Innovation Action,Research and publications,Chemical and Bio Engineering,Sustainable Development,Renewable Energy,Desalination,Earth and Planetary Sciences,Clean Energy,Solar energy,https://www.mendeley.com/research-funding/opportunities/300118963,"Several arid and semi-arid regions of the world are highly dependent on desalination and the demand for desalination is projected to grow. Many of these regions have also an abundant solar resource, which is suitable for the application of Concentrated Solar Power (CSP). Several technical aspects need to be addressed to match the thermal cycle of a CSP plant to the energy needs of a desalination system in an effective way.",,,,H2020 Security,,,,,,,,,,"Total funding 10,000,000 EUR",,,,,31-Aug-20,,,,#NAME?,,,,FALSE
11/25/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Geological storage pilots: RIA Research and Innovation Action,Research and publications,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300118913,,,,,H2020 Security,,,,,,,,,,"Total funding 14,000,000 EUR",,,,,31-Aug-20,,,,#NAME?,,,,FALSE
4/13/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,International cooperation with Canada on advanced biofuels and bioenergy: RIA Research and Innovation Action,Research and publications,Chemical and Bio Engineering,Sustainable Development,Renewable Energy,Biofuels,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/lc-sc3-res-36-2020,,,,,H2020 Energy,,,,,,,,,,"Total funding 5,000,000 EUR",,,,,31-Aug-20,,,,#NAME?,,,,FALSE
4/13/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,International cooperation with Japan for Research and Innovation on advanced biofuels and alternative renewable fuels: RIA Research and Innovation Action,Research and publications,Chemical and Bio Engineering,Sustainable Development,Renewable Energy,Biofuels,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/lc-sc3-res-25-2020,,,,,H2020 Security,,,,,,,,,,"Total funding 5,000,000 EUR",,,,,31-Aug-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,RISE Fellowship — WASH Seed Funding,Fellowships scholarships or trainings,Environmental sciences,Conservation,,,,,,https://www.sundarafund.org/apply-for-funding,"apoya a mujeres emprendedoras en etapa inicial (u ONG dirigidas por mujeres) que trabajan para resolver problemas críticos de agua, saneamiento o higiene en las economías emergentes. ",,,,,,,,,,,,,USD,,1000,5000,,,31-Aug-20,,,,#NAME?,,,,FALSE
6/30/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Annual Conservation Awards,,,,,,,,,http://www.aos.org/about-us/orchid-research/conservation-awards.aspx,"The American Orchid Society sponsors the Conservation Awards to honor outstanding work in orchid conservation. One prize focuses on conservation in North America; the other has no geographical limitations. The prize is US$500, with an additional two runner-up award of US$250. The closing date for nominations is 01 September each year.",,,USA,American Orchid Society,,,,,,,,,,,,,,,01-Sep-20,,,,#NAME?,,,,FALSE
07-10-20,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Call: Section 1 – Agro-Food Value Chain 2020,Research and publications,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300112918,,,,,Partnership for Research and Innovation in the Mediterranean Area,,,,,,,,,,"Up to 2,000,000 EUR with total funding of 8,800,000 EUR",,,,,01-Sep-20,,,,#NAME?,,,,FALSE
07-10-20,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Call: Section 1 – Farming Systems 2020: Topic 1.2.1: Genetic conservation and animal feeds,Programs and projects,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300129184,,,,,Partnership for Research and Innovation in the Mediterranean Area,,,,,,,,,,"Up to 1,750,000 EUR with total funding of 10,700,000 EUR",,,,,01-Sep-20,,,,#NAME?,,,,FALSE
6/30/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Fellowships in Invertebrate Zoology,Research Stays,Agricultural and Biological Sciences,Biodiversity and Wildlife Conservation,Invertebrates,Biogeography,Systematics,Comparative morphology,Phylogeny,https://www.smithsonianofi.com/kenneth-jay-boss-fellowship-in-invertebrate-zoology/,"The Smithsonian Department of Invertebrate Zoology invites proposals for the Kenneth Jay Boss Fellowships. Eligibility extends to both US and non-US citizens currently enrolled and engaged in collections-based research in invertebrate zoology (e.g., systematics, phylogeny, biogeography, comparative morphology, species conservation). Awards consist of a stipend of US$750/week, with additional funds available for supplies (US$2,000) and relocation allowance (US$1,000). The fall application deadline is 01 September 2020.",,,USA,Smithsonian Institution,,,,Individuals,,,,,,,,,,yearly,01-Sep-20,,,,#NAME?,,,,TRUE
6/30/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Grants for Wildlife Conservation - Brevard Zoo,,Agricultural and Biological Sciences,Biodiversity and Wildlife Conservation,,,,,,https://brevardzoo.org/conservation/conservation-programs/quarters-for-conservation/grants/,"The Brevard Zoo Conservation Fund supports projects that incorporate the community, education and wildlife conservation. The Fund is sustained through the Quarters for Conservation program which is a small surcharge from each general admission to the zoo. Each year, three wildlife conservation organizations are highlighted for an entire year at the Quarters for Conservation voting station. The three organizations selected will receive US$14 thousand, plus bonus donations based on guest voting. Applicants must be a non-profit wildlife conservation organization. The application deadline is the 01 September 2020.",,,USA,Brevard Zoo,,,,,,,,,,,,,,,01-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Inscripciones abiertas para los premios Future for Nature 2022,Prizes and Awards,Conservation,,,,,,,https://futurefornature.org/apply/,"Recompensar y financiar a las personas por sus destacados esfuerzos en la protección de especies de animales y plantas silvestres.
Estimular a los ganadores de premios para que mantengan su trabajo dedicado
Ayude a los ganadores a elevar su perfil, ampliar su red profesional y fortalecer su base de financiación",,,,,,,,,,,,,euros,,,50000,,,01-Sep-20,,,,#NAME?,,,,FALSE
11/25/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Geography and Spatial Sciences Program 2020,,Earth and Planetary Sciences,Biodiversity and Wildlife Conservation,,,,,,https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=505034,"The NSF funds an annual competition for research on the geographic distributions and interactions of human, physical, and biotic systems on the Earthâ€™s surface. Projects on a variety of topics U.S. and international (through subawards) qualify for support if they offer promise of enhancing geographical knowledge, concepts, theories, methods, and their application to societal problems and concerns. Past projects include several in the worldâ€™s developing countries related to environmental disasters, waste management, marine spatial planning, wildlife conservation, and others. The deadline for regular proposals is 03 September 2020.",,,USA,U.S. National Science Foundation,,,,,,,,,,,,,,,03-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Bio-based industries leading the way in turning carbon dioxide emissions into chemicals: RIA Research and Innovation action,Research and publications,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300118847,,,,,H2020 Food,,,,,,,,,,"Total funding 21,000,000 EUR",,,,,07-Sep-20,,,,#NAME?,,,,FALSE
6/30/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Industrial microbiomes – learning from nature: RIA Research and Innovation action,Research and publications,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300118843,,,,,H2020 Food,,,,,,,,,,"Total funding 12,000,000 EUR",,,,,07-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Mecanismo de asociación empresarial que ofrece subvenciones para alcanzar los ODS en países en desarrollo,Programs and projects,Agricultural and Biological Sciences,,,,,,,https://www.kbs-frb.be/en/Activities/Calls/2021/Copy-of-20181211_MG_001-1,"Impacto positivo en el medio ambiente mediante el ahorro de recursos, la reducción de emisiones y / o la conservación de la biodiversidad.",,,,,,,,,,,,,euros,,50000,200000,,,07-Sep-20,,,,#NAME?,,,,FALSE
6/29/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Prospecting aquatic and terrestrial natural biological resources for biologically active compounds: RIA Research and Innovation action,Research and publications,Biochemistry Genetics and Molecular Biology,Environmental sciences,,,,,,https://www.mendeley.com/research-funding/opportunities/300118841,,,,,H2020 Food,,,,,,,,,,"Total funding 30,000,000 EUR",,,,,07-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Atlantic Strategy Group — Atlantic Project Awards,Programs and projects,Conservation,Agricultural and Biological Sciences,,,,,,https://atlanticstrategy.eu/en/news/atlantic-project-awards-2021-call-now-open,"Los proyectos pueden centrarse en la economía azul, la alfabetización oceánica, las energías renovables marinas, la salud de los océanos y costas resilientes, así como la cooperación internacional del Océano Atlántico. ",,,,,,,,,,,,,USD,,,,,,07-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Sequencing Costs in Projects,Programs and projects,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.dfg.de/foerderung/info_wissenschaft/info_wissenschaft_19_68/index.html,,,,Germany,Deutsche Forschungsgemeinschaft,,,,Early Career and New Faculty Researchers,,,,,,"Up to 1,000,000 EUR",,,,,09-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Abiertas las nominaciones a los premios EURORDIS Black Pearl,Prizes and Awards,Medicine and Health Sciences,,,,,,,https://blackpearl.eurordis.org/nominate/," personas, organizaciones y empresas que dedican sus vidas a marcar la diferencia para la comunidad de enfermedades raras.",,,,,,,,,,,,,,,,,,,10-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,British Ecological Society — Research Grants 2021,Programs and projects,Conservation,,,,,,,https://www.britishecologicalsociety.org/funding/research-grants/,becas de investigación en apoyo de la investigación ecológica científica,"Los solicitantes deben ser miembros de BES, sin embargo, no existen restricciones de nacionalidad o residencia de los solicitantes, o donde realizan su investigación.",,,,,,,,,,,,libras,,5000,20000,,,10-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,British Ecological Society — Training & Travel Grants,Travel and Conferences,Environmental sciences,Conservation,,,,,,https://www.britishecologicalsociety.org/funding/training-travel-grants/,becas a estudiantes de doctorado y asistentes de investigación de posgrado para cubrir los costos de los cursos de capacitación de campo especializados y para establecer redes y publicitar su investigación en talleres y conferencias.,"Los solicitantes deben ser miembros de BES. Sin embargo, no existen restricciones de nacionalidad o residencia de los solicitantes. ",,,,,,,,,,,,libras,,,1000,,,10-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,COALAR Grants to Enhance & Strengthen links between Australia and Latin America,Programs and projects,Sustainable Development,,,,,,,https://www.dfat.gov.au/people-to-people/foundations-councils-institutes/coalar/coalars-grant-round-2021-2022,"El Departamento de Relaciones Exteriores y Comercio se complace en anunciar la subvención del Council on Australia Latin America Relations que tiene como objetivo mejorar y fortalecer los vínculos entre Australia y América Latina en las áreas prioritarias de negocios, educación, sostenibilidad, turismo y promoción cultural.",,,,,,,,,,,,,usd,,10000,100000,,,10-Sep-20,,,,#NAME?,,,,FALSE
8/18/2021,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Convocatoria conjunta de propuestas sobre el sistema alimentario,Fellowships scholarships or trainings,Agricultural and Biological Sciences,Sustainable Development,,,,,,https://susfood-db-era.net/main/node/29485,"El objetivo y el trabajo del CRP están anclados en un entorno político y científico en los campos de la alimentación, la agricultura, la silvicultura y la pesca, que, más que nunca, se desarrollan en un entorno multidisciplinario. Esto sucede para responder a las variadas demandas de una variedad de grupos de partes interesadas con intereses en estos campos, y para tener en cuenta que el mundo está globalizado y los sistemas de producción de alimentos están interrelacionados.","Enfermedades y zoonosis emergentes,, Cambio climático, incluido el secuestro de carbono en la agricultura, la silvicultura y el uso de la tierra, Mejoramiento de plantas y animales para mejorar el crecimiento sostenible de la productividad y la resiliencia a los eventos climáticos, Productividad, sostenibilidad y resiliencia de la pesca y la acuicultura
Ecosistemas y biodiversidad, incluso en acuicultura y tierras de cultivo, y recursos naturales
Desarrollo de alternativas a los antibióticos para su uso en el ganado y productos químicos fitosanitarios menos nocivos y fertilizantes mejorados.
Sistemas alimentarios sostenibles y resilientes",,,,,,,,,,,,,,,,,,10-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Premio del Día Mundial del Suelo Rey Bhumibol,Prizes and Awards,Environmental sciences,,,,,,,http://www.fao.org/world-soil-day/wsd-award/en/,l objetivo del WSDA es alentar a los organizadores de eventos del WSD en todos los niveles a facilitar celebraciones desafiantes y destacadas en todo el mundo.,,,,,,,,,,,,,USD,,,15000,,,10-Sep-20,,,,#NAME?,,,,FALSE
06-03-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Programa de investigación cooperativa: sistemas alimentarios y agrícolas sostenibles,Fellowships scholarships or trainings,Conservation,Sustainable Development,,Agricultural and Biological Sciences,,,,https://www.oecd.org/agriculture/crp/applications/,"Programa de Investigación Cooperativa para fortalecer el conocimiento científico y proporcionar información y asesoramiento científicos relevantes que informarán las decisiones políticas futuras relacionadas con el uso sostenible de los recursos naturales en las áreas de agricultura , alimentación, pesca y bosques.","ampos de la alimentación, la agricultura, la silvicultura y la pesca, que, más que nunca, se desarrollan en un entorno multidisciplinario. Enfermedades y zoonosis emergentes. Cambio climático, incluido el secuestro de carbono en la agricultura, la silvicultura y el uso de la tierra. Mejoramiento de plantas y animales para mejorar el crecimiento sostenible de la productividad y la resiliencia a los eventos climáticos. Productividad, sostenibilidad y resiliencia de la pesca y la acuicultura Ecosistemas y biodiversidad, incluso en acuicultura y tierras de cultivo, y recursos naturales. Desarrollo de alternativas a los antibióticos para su uso en el ganado y productos químicos fitosanitarios menos nocivos y fertilizantes mejorados. Sistemas alimentarios sostenibles y resilientes. ",,,,,,,,,,,,,,,,,,10-Sep-20,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,British Ecological Society — Outreach Grants 2021,Travel and Conferences,Environmental sciences,Conservation,,,,,,https://www.britishecologicalsociety.org/funding/outreach-grants/,subvenciones de alcance de hasta £ 2 mil para fomentar la promoción de la ciencia ecológica entre una amplia audiencia.,,,,,,,,,,,,,libras,,1000,2000,,,10-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Bodil M. Schmidt-Nielsen Distinguished Mentor and Scientist Award,Prizes and Awards,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300020369,,,,,American Physiological Society,,,,Early Career and New Faculty Researchers,,,Mid-Career and Experienced Researchers,,,"Up to 1,500 USD",,,,,14-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,IEEE H. H. Dow Memorial Student Achievement Award,Prizes and Awards,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300105107,,,,,Electrochemical Society,,,,Graduate Students,,,Early Career and New Faculty Researchers,,,"Up to 1,000 USD",,,,,14-Sep-20,,,,#NAME?,,,,FALSE
6/30/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Funding for Bold Research Ideas,Research and publications,Engineering,All fields of Science,Life Sciences,,,,,https://www.volkswagenstiftung.de/en/funding/our-funding-portfolio-at-a-glance/experiment,Through its program 'Experiment!' the Volkswagen Foundation seeks fundamentally new research topics from all fields of science and engineering as well as in the life sciences. Applicants from all around the world who want to put a potentially transformative and risky research idea to the test are invited to apply. Selected ideas receive €120K in funding for a test period of 18 months. The next application deadline is 15 September 2020.,Requires partnership with research groups in Germany,"Postdoctoral researchers and professors in Germany, optionally international partners",Germany,Volkswagen Foundation,,,,Individuals,,,,,,,,"€120,00",,yearly,15-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Programa de subvenciones del Fondo para la investigación de suelos y árboles,Programs and projects,Agricultural and Biological Sciences,Conservation,,,,,,https://treefund.org/tree-and-soil-research-fund-grant-program,"el diseño y especificación de árboles y suelos en paisajes urbanos;
prácticas de propagación y vivero que impactan el establecimiento y el crecimiento a largo plazo de los árboles;
mejorar la diversidad de especies;
mejoramiento de la estructura de la raíz y el dosel de los árboles;
diseño y modificación de suelos y drenaje;
prácticas de plantación de árboles; diseño de espacios de plantación de árboles;
prácticas de establecimiento y mantenimiento de árboles; y
manejo y mantenimiento del suelo de siembra.",,,,,,,,,,,,,usd,,1000,10000,,,15-Sep-20,,,,#NAME?,,,,FALSE
10-07-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Programa de subvenciones internacionales Jack Kimmel,Programs and projects,Agricultural and Biological Sciences,,,,,,,https://treefund.org/researchgrants/kimmel,proporcionar los fondos que tanto necesitan a los investigadores de arboricultura y silvicultura urbana de todo el mundo.,,,,,,,,,,,,,usd,,,10,,,15-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Research in Biological and Physical Sciences,Programs and projects,Miscellaneous,Life Sciences,Medical Research,Physical Sciences,Endangered Animals and Ecosystems,Biodiversity and Wildlife Conservation,Climate Change,http://fdnweb.org/eppley/#apply,"The Eppley Foundation for Research funds projects in medicine, life sciences, and the physical sciences. Areas of interest include innovative medical investigations and applications; endangered animals and ecosystems; and climate change. Applicants for grants must be associated with recognized nonprofit educational or research institutions in the USA. Grants may be awarded for research internationally when applicants are based in the USA or are associated with U.S. institutions that will administer the grants. Most grants are under US$25 thousand. The deadlines for letters of inquiry are 15 March and 15 September of each year.",,,USA,Eppley Foundation,,,,,,,,,,,,,,,15-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Challenge to Achieve Universal Access to Equitable Sanitation and Hygiene,Programs and projects,Medicine and Health Sciences,Environmental sciences,,,,,,https://www.oneyoungworld.com/lead2030/21-22/challenge-sdg6-reckitt,"crear un ecosistema sostenible que asegure, año tras año, el desarrollo continuo y una mayor conciencia.",,,,,,,,,,,,,usd,,10000,100000,,,23-Sep-20,,,,#NAME?,,,,FALSE
8/13/2021,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Diseño y optimización de procesos industriales energéticos flexibles de la Comisión Europea,Programs and projects,Engineering,"Mathematics, Statistics and Computer Sciences",,,,,,https://bit.ly/2TFXgxO,La flexibilidad del proceso y el almacenamiento de energía eficiente son esenciales para tener en cuenta la producción de energía renovable variable.,,,,,,,,,,,,,EUROS,,,500000,,,23-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Endangered Landscapes Programme — Restoring Endangered Landscapes,Programs and projects,Environmental sciences,Conservation,,,,,,https://www.endangeredlandscapes.org/about/funding-opportunities/expressions-of-interest-for-elp-funding/,"El programa apoya la restauración de paisajes terrestres y marinos en áreas que están ecológicamente degradadas, fragmentadas, desconectadas, que faltan especies clave y son vulnerables al cambio climático.",,,,,,,,,,,,,usd,,,5000000,,,23-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Reckitt - Desafío Lead2030 para el ODS 6 (Agua limpia y saneamiento),Programs and projects,Environmental sciences,,,,,,,https://www.oneyoungworld.com/lead2030/21-22/challenge-sdg6-reckitt,"apoyar soluciones que trabajen para lograr el acceso a un saneamiento e higiene adecuados y equitativos para todos, prestando especial atención a las necesidades de las comunidades rurales en las economías en desarrollo. ",,,,,,,,,,,,,USD,,,50000,,,23-Sep-20,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,AstraZeneca — Lead2030 Challenge for SDG 3 (Good Health and Well-Being),Programs and projects,Medicine and Health Sciences,Environmental sciences,,,,,,https://www.oneyoungworld.com/lead2030/21-22/challenge-sdg3-astrazeneca,proyectos innovadores dirigidos por jóvenes que aborden las causas de la contaminación del aire y se centren en la salud a largo plazo de los jóvenes. Los proyectos deben enfocarse en ciudades o comunidades con altos niveles de contaminación del aire o enfermedades relacionadas con la contaminación.,,,,,,,,,,,,,USD,,,50000,,,23-Sep-20,,,,#NAME?,,,,FALSE
10-07-21,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,Submit Applications for 2021-22 Darwin Initiative,Programs and projects,Environmental sciences,Sustainable Development,,,,,,https://www.darwininitiative.org.uk/apply/,ayuda a proteger la biodiversidad y el medio ambiente natural en los países en desarrollo.,,,,,,,,,,,,,usd,,500000,"1,000,000",,,28-Sep-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,2020 National fish habitat action plan,Contract tender or cooperative agreement,Agricultural and Biological Sciences,Environmental sciences,,,,,,https://www.mendeley.com/research-funding/opportunities/300121931,,,,,U.S. Fish and Wildlife Service,,,,Local or State Governments,,,Non-profit Organizations,,,"Up to 900,000 USD with total funding of 4,000,000 USD",,,,,29-Sep-20,,,,#NAME?,,,,FALSE
